index,player,pos,tm,mp_per_game,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,ast,stl,blk,tov,pf,tspercent,x3par,ftr,orbpercent,drbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,obpm,dbpm,i
9711,Brian Shaw,SG,LAL,22.9,0.39899999999999997,0.5,1.7,0.311,1.5,3.5,0.442,0.6,0.8,0.797,0.6,3.2,3.2,0.6,0.3,1.2,2.0,0.479,0.32799999999999996,0.156,3.0,15.6,20.4,1.4,1.0,18.1,13.1,1.2,1.4,-1.2,-0.1,2001
9712,Brian Skinner,PF,LAC,15.0,0.39799999999999996,0.0,0.0,0.0,1.6,4.1,0.39799999999999996,0.8,1.5,0.542,1.4,2.9,0.5,0.4,0.3,0.8,1.6,0.428,0.0,0.366,11.1,21.5,5.0,1.3,1.3,14.6,17.3,-0.3,0.6,-4.3,-0.5,2001
9715,Joe Smith,PF,DET,28.1,0.40299999999999997,0.0,0.1,0.0,4.5,11.0,0.405,3.3,4.2,0.805,2.3,4.8,1.1,0.7,0.7,1.3,3.7,0.475,0.006999999999999999,0.375,8.7,18.6,7.1,1.2,1.8,9.0,21.9,1.9,2.5,-1.9,0.0,2001
9716,Michael Smith,PF,WAS,20.4,0.486,0.0,0.0,0.0,1.3,2.7,0.488,1.1,1.9,0.578,2.2,4.9,1.3,0.7,0.5,0.8,2.0,0.527,0.005,0.706,12.3,28.9,9.6,1.8,1.6,17.8,9.6,2.0,1.6,-0.9,2.0,2001
9718,Steve Smith,SG,POR,31.4,0.456,1.0,2.8,0.33899999999999997,3.5,6.9,0.504,3.8,4.3,0.89,1.1,2.3,2.6,0.6,0.3,1.7,2.5,0.5870000000000001,0.292,0.44,4.2,8.4,13.6,1.0,0.7,12.7,19.7,6.6,1.6,2.5,-1.5,2001
9720,Eric Snow,PG,PHI,34.8,0.418,0.1,0.4,0.263,3.5,8.3,0.425,2.4,3.1,0.792,0.5,2.8,7.4,1.5,0.1,2.5,2.5,0.488,0.044000000000000004,0.354,1.8,8.8,33.9,2.3,0.3,19.8,16.3,1.5,2.3,-0.4,0.3,2001
9722,Latrell Sprewell,SF,NYK,39.2,0.43,0.5,1.8,0.304,6.3,14.1,0.446,3.6,4.6,0.7829999999999999,0.6,3.9,3.5,1.4,0.4,2.8,2.1,0.49700000000000005,0.111,0.28800000000000003,2.0,11.6,17.2,1.9,0.8,13.7,25.8,0.5,4.6,-0.6,1.1,2001
9723,Jerry Stackhouse,SG,DET,40.2,0.402,2.1,5.9,0.35100000000000003,7.6,18.2,0.418,8.3,10.1,0.8220000000000001,1.2,2.7,5.1,1.2,0.7,4.1,2.0,0.521,0.245,0.42,3.2,7.3,25.8,1.5,1.2,12.5,35.2,6.6,2.6,5.3,-1.6,2001
9724,John Starks,SG,UTA,28.3,0.39799999999999996,0.9,2.4,0.35200000000000004,2.8,6.7,0.415,1.2,1.5,0.802,0.4,1.7,2.4,1.0,0.1,1.3,2.9,0.47600000000000003,0.265,0.162,1.7,7.2,13.5,1.8,0.4,11.3,18.0,0.6,1.5,-0.7,-0.9,2001
9728,Bryant Stith,SG,BOS,32.1,0.401,1.2,3.1,0.376,2.0,4.7,0.41700000000000004,2.2,2.7,0.845,0.8,2.8,2.2,1.2,0.2,1.2,2.3,0.5379999999999999,0.396,0.33899999999999997,2.9,10.7,11.2,1.9,0.4,11.4,14.4,3.1,1.7,-0.1,-0.4,2001
9729,John Stockton*,PG,UTA,29.2,0.504,0.7,1.6,0.462,3.3,6.3,0.514,2.8,3.4,0.8170000000000001,0.7,2.1,8.7,1.6,0.3,2.5,2.4,0.61,0.203,0.42700000000000005,2.9,8.8,48.7,2.9,0.7,20.8,18.8,8.2,2.6,4.9,-1.4,2001
9730,Peja Stojakovic,SF,SAC,38.7,0.47,1.9,4.8,0.4,5.5,11.1,0.501,3.6,4.2,0.856,1.2,4.5,2.2,1.2,0.2,1.9,1.9,0.5760000000000001,0.303,0.262,3.5,12.3,9.6,1.6,0.3,9.9,22.4,6.8,3.3,3.0,-0.6,2001
9731,Damon Stoudamire,PG,POR,32.4,0.434,1.0,2.7,0.374,4.0,8.7,0.45299999999999996,2.1,2.5,0.831,0.8,2.9,5.7,1.3,0.1,2.3,2.5,0.519,0.23399999999999999,0.221,3.2,10.2,29.1,2.1,0.2,15.7,21.3,4.1,2.5,1.8,-0.7,2001
9732,Erick Strickland,PG,TOT,16.6,0.303,0.6,1.9,0.316,1.0,3.4,0.297,1.4,1.6,0.861,0.4,2.2,1.9,0.9,0.0,1.0,1.8,0.431,0.35600000000000004,0.29600000000000004,2.6,15.2,18.6,2.9,0.2,13.7,19.9,-0.4,1.2,-2.1,0.7,2001
9733,Erick Strickland,PG,NYK,15.0,0.305,0.6,1.7,0.34,0.9,3.0,0.28600000000000003,0.9,1.0,0.857,0.3,1.5,1.0,0.8,0.0,0.8,1.6,0.419,0.359,0.214,2.7,12.0,11.5,2.9,0.2,12.8,19.1,-0.4,0.7,-2.9,1.0,2001
9734,Erick Strickland,PG,VAN,18.6,0.301,0.6,2.2,0.292,1.2,4.0,0.307,2.0,2.3,0.863,0.4,3.0,3.0,1.0,0.0,1.2,1.9,0.442,0.353,0.375,2.5,18.6,25.8,2.8,0.2,14.6,20.7,0.0,0.5,-1.2,0.4,2001
9737,Mark Strickland,SF,NJN,22.4,0.389,0.1,0.1,1.0,2.2,5.9,0.377,0.9,1.2,0.727,1.2,3.3,0.8,0.4,0.3,1.1,1.6,0.433,0.019,0.204,6.1,17.6,5.8,1.0,1.1,14.5,15.5,-0.1,0.1,-5.3,-1.1,2001
9738,Rod Strickland,PG,TOT,25.4,0.424,0.1,0.3,0.235,3.3,7.6,0.43200000000000005,2.4,3.2,0.7509999999999999,0.7,1.9,5.6,1.0,0.1,2.0,1.4,0.493,0.04,0.40299999999999997,3.1,9.0,37.1,2.0,0.3,17.5,20.1,1.7,0.5,0.4,-2.2,2001
9739,Rod Strickland,PG,WAS,30.9,0.426,0.1,0.5,0.25,4.2,9.5,0.435,3.5,4.5,0.782,0.8,2.4,7.0,1.3,0.1,2.5,1.7,0.507,0.048,0.444,2.8,9.4,38.9,2.2,0.3,17.3,20.9,1.5,0.3,1.3,-2.1,2001
9740,Rod Strickland,PG,POR,16.7,0.418,0.0,0.0,0.0,2.0,4.6,0.423,0.7,1.2,0.5770000000000001,0.5,1.1,3.4,0.5,0.0,1.1,1.0,0.44299999999999995,0.01,0.265,3.9,7.9,31.9,1.5,0.2,18.0,17.7,0.1,0.2,-2.4,-2.2,2001
9741,Derek Strong,PF,LAC,17.5,0.385,0.0,0.0,0.0,1.6,4.1,0.38799999999999996,1.0,1.3,0.757,1.2,2.6,0.3,0.5,0.0,0.8,1.1,0.44299999999999995,0.009000000000000001,0.316,8.2,16.8,2.3,1.5,0.1,14.2,14.6,-0.1,0.4,-4.3,-1.2,2001
9743,Bob Sura,SG,GSW,31.8,0.39,0.9,3.2,0.273,2.9,6.5,0.44799999999999995,2.5,3.6,0.7140000000000001,1.0,3.3,4.6,1.0,0.2,3.0,2.4,0.48700000000000004,0.332,0.365,3.1,11.9,23.1,1.6,0.3,21.0,19.1,-0.3,0.4,-1.2,-1.5,2001
9744,Stromile Swift,PF,VAN,16.4,0.451,0.0,0.1,0.0,1.9,4.2,0.457,1.1,1.8,0.603,1.4,2.2,0.4,0.8,1.0,0.8,2.0,0.48700000000000004,0.012,0.41600000000000004,9.6,15.1,3.5,2.5,4.3,13.8,16.2,0.2,1.6,-3.4,1.9,2001
9745,Wally Szczerbiak,SF,MIN,34.8,0.51,0.3,0.9,0.33799999999999997,5.4,10.3,0.526,2.2,2.5,0.87,1.6,3.8,3.2,0.7,0.4,1.7,2.8,0.5660000000000001,0.084,0.226,5.3,12.7,14.5,1.1,0.8,12.0,18.2,5.7,1.7,1.6,-0.4,2001
9748,Maurice Taylor,SF,HOU,28.6,0.489,0.0,0.1,0.0,5.7,11.5,0.49200000000000005,1.7,2.3,0.735,1.6,3.9,1.5,0.4,0.6,1.8,3.0,0.518,0.005,0.203,6.6,15.4,9.7,0.8,1.3,12.6,23.2,1.8,1.4,-1.2,-1.1,2001
9749,Jason Terry,SG,ATL,37.7,0.436,1.5,3.8,0.395,5.8,12.8,0.44799999999999995,3.7,4.4,0.846,0.5,2.8,4.9,1.3,0.1,2.9,2.5,0.531,0.23,0.262,1.5,8.2,24.3,1.8,0.3,13.6,25.5,4.9,1.6,2.9,-1.6,2001
9751,Kenny Thomas,PF,HOU,24.6,0.44299999999999995,0.3,1.2,0.272,2.4,5.0,0.485,1.2,1.7,0.722,1.6,4.0,1.0,0.5,0.6,1.6,2.4,0.507,0.198,0.271,8.0,18.3,6.7,1.2,1.6,18.2,16.1,0.5,1.7,-1.9,0.4,2001
9752,Kurt Thomas,PF,NYK,27.6,0.511,0.0,0.0,0.33299999999999996,4.1,7.9,0.512,2.2,2.7,0.8140000000000001,2.2,4.5,0.8,0.8,0.9,1.3,3.7,0.5660000000000001,0.005,0.342,10.1,18.9,5.4,1.6,2.6,12.3,18.5,4.1,4.1,0.0,2.1,2001
9753,Tim Thomas,PF,MIL,27.4,0.43,1.4,3.4,0.41200000000000003,2.9,6.6,0.44,2.6,3.3,0.7709999999999999,1.0,3.1,1.8,1.0,0.6,1.5,2.6,0.5489999999999999,0.34299999999999997,0.33399999999999996,4.3,12.6,10.5,1.9,1.6,11.6,21.3,3.7,1.7,1.5,-0.8,2001
9755,Robert Traylor,C,CLE,17.3,0.49700000000000005,0.0,0.0,0.0,2.3,4.6,0.5,1.1,2.0,0.5670000000000001,1.8,2.5,0.9,0.7,1.1,1.4,2.9,0.521,0.006,0.435,11.9,16.8,8.7,2.1,4.6,20.2,18.0,0.3,1.5,-1.6,2.3,2001
9757,Jake Tsakalidis,C,PHO,16.6,0.47,0.0,0.0,0.0,1.8,3.8,0.47,0.9,1.6,0.593,1.5,2.8,0.3,0.2,1.0,1.2,2.4,0.502,0.0,0.423,9.8,19.4,3.2,0.5,4.2,20.6,15.1,-0.3,1.6,-5.3,1.5,2001
9758,Hedo Turkoglu,SF,SAC,16.8,0.41200000000000003,0.4,1.2,0.326,1.5,3.4,0.442,1.2,1.5,0.777,0.7,2.2,0.9,0.7,0.3,0.7,1.9,0.509,0.257,0.33399999999999996,4.4,13.6,8.3,2.1,1.3,12.5,15.6,1.0,1.8,-1.6,0.9,2001
9759,Nick Van Exel,PG,DEN,37.9,0.414,1.9,5.0,0.377,4.6,10.6,0.431,2.9,3.5,0.8190000000000001,0.6,2.8,8.5,0.9,0.3,2.3,1.5,0.515,0.322,0.22399999999999998,1.8,8.1,38.4,1.2,0.5,11.9,23.0,6.1,0.3,4.0,-2.9,2001
9760,Keith Van Horn,SF,NJN,35.4,0.435,1.3,3.5,0.382,5.0,11.0,0.452,3.1,3.8,0.8059999999999999,1.6,5.5,1.7,0.8,0.4,2.1,3.1,0.526,0.24,0.263,5.0,18.3,9.0,1.2,0.9,11.5,23.4,1.7,1.2,0.2,-1.5,2001
9761,David Vanterpool,PG,WAS,18.7,0.418,0.0,0.3,0.0,2.1,4.7,0.442,1.4,2.3,0.6,0.7,1.0,3.0,1.0,0.1,1.7,2.0,0.462,0.055,0.455,4.2,6.4,26.4,2.9,0.5,21.9,18.3,-0.2,0.2,-2.2,-1.4,2001
9762,Jacque Vaughn,PG,UTA,19.8,0.433,0.4,1.0,0.385,1.7,3.8,0.444,1.6,2.0,0.78,0.2,1.6,3.9,0.6,0.0,1.6,1.8,0.535,0.198,0.41700000000000004,1.4,9.9,31.0,1.6,0.2,21.7,16.9,1.8,1.1,-0.4,-1.8,2001
9767,Antoine Walker,PF,BOS,41.9,0.413,2.7,7.4,0.36700000000000005,6.0,13.8,0.439,3.1,4.3,0.716,1.9,7.0,5.5,1.7,0.6,3.7,3.1,0.505,0.35100000000000003,0.20199999999999999,5.0,20.4,26.8,2.1,1.1,13.8,29.1,2.7,3.8,3.2,0.6,2001
9768,Samaki Walker,PF,SAS,15.8,0.48,0.0,0.0,0.33299999999999996,2.0,4.1,0.48200000000000004,1.3,2.0,0.629,1.1,2.9,0.5,0.2,0.7,1.1,1.7,0.524,0.012,0.49200000000000005,8.3,19.7,5.0,0.6,2.9,18.2,18.3,0.2,1.7,-3.6,0.9,2001
9769,Ben Wallace,C,DET,34.5,0.49,0.0,0.1,0.25,2.7,5.4,0.49200000000000005,1.0,3.0,0.336,3.8,9.4,1.5,1.3,2.3,1.5,2.4,0.47,0.009000000000000001,0.542,11.5,29.6,6.8,2.0,4.8,17.7,10.4,1.0,6.0,-2.4,5.7,2001
9771,Rasheed Wallace,PF,POR,38.2,0.501,0.7,2.1,0.321,7.0,13.2,0.53,3.2,4.2,0.7659999999999999,1.9,5.9,2.8,1.2,1.8,2.1,2.7,0.56,0.138,0.272,6.2,17.9,12.9,1.6,3.4,10.7,23.4,6.8,4.2,2.5,1.6,2001
9772,Charlie Ward,PG,NYK,24.5,0.41600000000000004,1.1,2.9,0.38299999999999995,1.4,3.2,0.444,0.9,1.1,0.8,0.5,2.1,4.5,1.1,0.2,1.8,2.2,0.536,0.469,0.188,2.7,10.0,31.1,2.6,0.5,21.7,16.9,1.5,2.4,1.1,0.7,2001
9773,Clarence Weatherspoon,PF,CLE,33.8,0.501,0.0,0.0,0.0,4.2,8.4,0.501,2.8,3.5,0.79,2.7,7.0,1.3,1.0,1.3,1.4,2.1,0.563,0.0,0.42100000000000004,9.3,23.9,6.2,1.6,2.8,12.0,15.2,5.2,3.4,0.2,1.8,2001
9774,Chris Webber,PF,SAC,40.5,0.48100000000000004,0.0,0.4,0.071,11.2,23.0,0.488,4.6,6.6,0.703,2.6,8.5,4.2,1.3,1.7,2.8,3.2,0.516,0.017,0.282,7.0,22.1,20.6,1.7,2.8,9.6,31.6,5.8,5.2,2.6,2.4,2001
9775,Bonzi Wells,SF,POR,26.6,0.5329999999999999,0.2,0.7,0.34,4.9,9.0,0.547,2.1,3.2,0.6629999999999999,1.6,3.3,2.8,1.3,0.3,2.3,2.7,0.5710000000000001,0.069,0.331,7.4,14.3,18.4,2.5,0.7,16.9,23.3,3.4,2.6,1.9,0.7,2001
9776,David Wesley,SG,CHH,37.9,0.42200000000000004,1.2,3.1,0.376,5.2,12.0,0.434,3.3,4.1,0.799,0.8,2.0,4.4,1.6,0.2,2.1,2.7,0.509,0.20800000000000002,0.27399999999999997,2.4,5.9,21.7,2.2,0.4,11.0,23.1,4.2,3.4,1.4,-1.1,2001
9778,Jahidi White,C,WAS,23.7,0.498,0.0,0.0,0.0,3.0,6.0,0.499,2.6,4.6,0.5670000000000001,2.6,5.0,0.3,0.5,1.6,2.0,3.1,0.535,0.002,0.765,12.7,25.4,2.1,1.0,4.9,20.0,18.9,0.5,1.6,-3.5,-0.5,2001
9779,Chris Whitney,PG,WAS,26.0,0.387,1.6,4.2,0.375,1.5,3.8,0.401,1.7,1.9,0.894,0.2,1.6,4.2,0.9,0.1,1.7,2.5,0.537,0.528,0.24,0.9,7.3,26.9,1.9,0.1,16.5,18.1,2.1,0.2,1.8,-3.3,2001
9780,Aaron Williams,PF,NJN,28.5,0.457,0.0,0.0,0.0,3.6,7.9,0.45799999999999996,3.0,3.8,0.787,2.6,4.6,1.1,0.7,1.4,1.6,3.9,0.5329999999999999,0.003,0.47700000000000004,10.1,19.2,6.5,1.3,3.6,14.4,17.8,2.9,2.3,-1.5,0.9,2001
9781,Alvin Williams,SG,TOR,29.2,0.43,0.4,1.3,0.306,3.6,8.0,0.451,1.3,1.8,0.752,0.6,2.0,5.0,1.5,0.3,1.3,2.1,0.483,0.141,0.18899999999999997,2.3,7.8,27.2,2.7,0.8,11.0,17.4,3.3,2.1,0.9,-0.3,2001
9782,Eric Williams,SF,BOS,21.5,0.36200000000000004,0.6,1.7,0.331,1.4,3.8,0.375,2.0,2.9,0.7140000000000001,0.8,1.8,1.4,0.8,0.2,0.9,2.2,0.48700000000000004,0.31,0.516,4.1,10.0,10.6,1.9,0.6,12.1,16.3,1.0,1.2,-1.9,-1.0,2001
9783,Jason Williams,PG,SAC,29.7,0.40700000000000003,1.3,4.0,0.315,2.4,4.9,0.483,0.8,1.0,0.789,0.2,2.2,5.4,1.2,0.1,2.1,1.5,0.498,0.451,0.11,0.9,7.6,27.6,2.1,0.3,18.1,17.0,1.3,2.4,0.0,-1.0,2001
9784,Jerome Williams,PF,TOT,20.0,0.46299999999999997,0.0,0.1,0.0,2.3,4.9,0.467,1.7,2.3,0.741,2.3,4.2,0.8,1.0,0.3,1.1,2.1,0.526,0.01,0.45899999999999996,12.0,23.4,6.1,2.5,1.2,15.1,15.4,1.5,2.0,-1.3,1.6,2001
9785,Jerome Williams,PF,DET,24.4,0.43799999999999994,0.0,0.1,0.0,2.7,6.0,0.442,2.0,2.7,0.722,3.0,5.5,1.0,1.2,0.3,1.4,2.5,0.501,0.01,0.44799999999999995,12.8,24.4,6.4,2.5,0.9,16.3,15.5,0.7,1.4,-1.7,1.9,2001
9788,Scott Williams,C,MIL,19.3,0.474,0.0,0.1,0.25,2.6,5.4,0.47600000000000003,0.9,1.1,0.857,1.5,4.0,0.5,0.7,0.5,0.6,2.7,0.514,0.011000000000000001,0.19399999999999998,8.7,23.6,4.2,2.0,1.8,9.5,15.4,1.7,1.7,-2.1,0.1,2001
9789,Shammond Williams,PG,SEA,17.9,0.43799999999999994,0.9,1.9,0.45899999999999996,1.4,3.4,0.426,1.2,1.4,0.875,0.5,1.4,2.8,0.4,0.1,1.2,1.2,0.569,0.361,0.261,3.2,9.0,24.2,1.3,0.2,16.7,17.9,2.6,0.3,1.6,-2.7,2001
9790,Walt Williams,SF,HOU,22.0,0.39399999999999996,1.4,3.4,0.395,1.4,3.7,0.392,1.3,1.8,0.77,0.4,3.0,1.3,0.4,0.4,1.0,2.1,0.527,0.483,0.24600000000000002,2.3,15.3,10.0,1.0,1.2,11.4,18.7,1.8,1.2,0.2,-1.2,2001
9791,Corliss Williamson,SF,TOT,24.4,0.502,0.0,0.0,0.0,4.7,9.3,0.504,2.2,3.4,0.637,1.6,3.1,0.9,0.7,0.3,1.6,2.7,0.5329999999999999,0.003,0.366,7.0,14.0,6.5,1.5,0.9,12.8,22.5,1.6,1.6,-1.2,-1.1,2001
9792,Corliss Williamson,SF,TOR,21.1,0.47100000000000003,0.0,0.0,0.0,3.6,7.7,0.474,2.0,3.1,0.6459999999999999,1.4,2.3,0.8,0.4,0.3,1.5,2.3,0.51,0.006,0.4,7.1,12.5,6.3,0.9,1.0,14.5,22.6,0.3,0.6,-2.4,-2.1,2001
9793,Corliss Williamson,SF,DET,29.6,0.534,0.0,0.0,0.0,6.4,11.9,0.534,2.5,4.0,0.626,2.0,4.3,1.0,1.3,0.3,1.7,3.2,0.557,0.0,0.332,7.0,15.7,6.7,2.2,0.7,10.9,22.4,1.3,1.1,0.3,0.0,2001
9794,Kevin Willis,C,TOT,23.5,0.441,0.0,0.1,0.16699999999999998,3.9,8.8,0.44299999999999995,1.4,1.9,0.769,2.3,4.6,0.6,0.7,0.7,1.1,2.8,0.478,0.009000000000000001,0.213,10.5,21.8,4.6,1.6,2.0,10.3,20.5,1.1,2.0,-2.6,-0.7,2001
9795,Kevin Willis,C,TOR,22.0,0.461,0.0,0.1,0.0,3.5,7.6,0.46399999999999997,1.7,2.3,0.753,1.9,4.4,0.6,0.5,0.6,1.1,2.2,0.507,0.006999999999999999,0.301,9.7,23.2,4.5,1.3,1.9,11.6,20.0,0.8,0.9,-2.2,-0.8,2001
9796,Kevin Willis,C,DEN,24.6,0.428,0.0,0.1,0.25,4.2,9.7,0.429,1.2,1.5,0.7879999999999999,2.5,4.7,0.7,0.9,0.7,1.1,3.2,0.45899999999999996,0.01,0.157,11.0,20.8,4.7,1.9,2.0,9.5,20.9,0.3,1.1,-2.8,-0.6,2001
9799,Metta World Peace,SF,CHI,31.1,0.401,0.6,1.9,0.29100000000000004,3.7,8.8,0.426,2.8,3.7,0.75,0.8,3.1,3.0,2.0,0.6,2.1,3.3,0.483,0.182,0.344,2.9,12.3,17.6,3.5,1.4,14.5,21.6,-0.1,2.0,-1.1,0.3,2001
9800,Lorenzen Wright,C,ATL,28.0,0.44799999999999995,0.0,0.0,0.0,5.1,11.4,0.449,2.2,3.0,0.718,2.5,5.0,1.2,0.6,0.9,1.8,3.3,0.486,0.002,0.266,10.0,20.0,8.0,1.1,2.3,12.1,23.2,1.1,2.0,-1.6,-0.1,2001
9802,Tariq Abdul-Wahad,SG,TOT,18.4,0.374,0.0,0.1,0.5,2.3,6.0,0.37200000000000005,1.0,1.4,0.727,1.7,1.8,1.0,0.8,0.4,1.1,2.3,0.418,0.013999999999999999,0.22399999999999998,10.1,11.6,8.8,2.4,1.7,14.3,19.1,-0.3,0.3,-3.5,0.3,2002
9803,Tariq Abdul-Wahad,SG,DEN,20.9,0.379,0.1,0.1,0.5,2.7,7.2,0.37799999999999995,1.2,1.6,0.75,2.0,2.0,1.1,0.9,0.5,1.2,2.6,0.424,0.013999999999999999,0.221,10.2,11.2,8.7,2.3,1.6,13.1,19.7,-0.2,0.3,-3.2,0.0,2002
9805,Shareef Abdur-Rahim,PF,ATL,38.7,0.461,0.3,0.9,0.3,7.5,15.9,0.47,5.4,6.8,0.8009999999999999,2.6,6.5,3.1,1.3,1.1,3.2,2.8,0.536,0.054000000000000006,0.40299999999999997,7.6,19.2,15.1,1.7,2.0,14.1,27.0,4.1,3.1,1.2,0.8,2002
9806,Courtney Alexander,SG,WAS,23.7,0.47,0.1,0.3,0.278,3.9,8.1,0.478,1.8,2.2,0.81,0.8,1.9,1.5,0.6,0.1,1.1,2.0,0.521,0.038,0.255,3.7,9.3,11.3,1.4,0.4,10.2,20.4,1.6,0.6,-0.5,-1.6,2002
9809,Ray Allen*,SG,MIL,36.6,0.462,3.3,7.7,0.434,4.4,9.0,0.485,3.1,3.6,0.873,1.2,3.3,3.9,1.3,0.3,2.3,2.3,0.598,0.46,0.213,3.9,10.1,19.4,1.9,0.5,11.2,26.2,7.6,1.3,6.4,-2.2,2002
9813,Derek Anderson,SG,POR,26.6,0.40399999999999997,1.2,3.3,0.373,2.3,5.5,0.42200000000000004,2.5,3.0,0.856,0.7,2.0,3.1,1.0,0.1,1.2,1.6,0.5379999999999999,0.373,0.34,2.9,9.1,18.6,2.0,0.3,11.0,19.4,3.8,1.5,2.0,-1.1,2002
9814,Kenny Anderson,PG,BOS,32.0,0.436,0.1,0.4,0.273,4.0,9.0,0.444,1.3,1.7,0.742,0.8,2.9,5.3,1.9,0.1,1.6,2.8,0.47200000000000003,0.046,0.184,2.5,10.1,28.1,3.0,0.3,13.3,16.7,1.7,3.5,-1.5,1.1,2002
9816,Shandon Anderson,SG,NYK,19.5,0.39899999999999997,0.5,1.7,0.27699999999999997,1.3,2.8,0.474,0.9,1.3,0.6920000000000001,0.7,2.3,0.9,0.6,0.2,1.2,1.6,0.489,0.37799999999999995,0.287,4.1,13.9,7.7,1.6,0.7,18.8,15.1,-0.9,1.3,-3.2,0.4,2002
9817,Greg Anthony,PG,TOT,25.2,0.385,0.8,2.7,0.294,2.3,5.2,0.433,1.0,1.5,0.659,0.4,1.8,4.7,1.3,0.1,1.6,1.9,0.46,0.34299999999999997,0.192,1.7,8.5,30.8,2.7,0.2,15.4,18.6,0.2,0.9,-0.7,-2.0,2002
9818,Greg Anthony,PG,CHI,26.7,0.39399999999999996,0.8,2.5,0.322,2.3,5.5,0.426,1.3,1.9,0.6709999999999999,0.4,2.0,5.6,1.4,0.1,1.6,2.0,0.475,0.314,0.244,1.9,9.0,35.7,2.7,0.3,15.4,18.0,0.6,0.6,0.2,-2.0,2002
9819,Greg Anthony,PG,MIL,23.0,0.37200000000000005,0.8,3.0,0.26,2.1,4.8,0.44299999999999995,0.5,0.9,0.619,0.3,1.6,3.3,1.2,0.0,1.5,1.8,0.436,0.38799999999999996,0.11199999999999999,1.3,7.6,22.4,2.7,0.1,15.4,19.7,-0.4,0.3,-2.1,-2.1,2002
9820,Gilbert Arenas,PG,GSW,24.6,0.45299999999999996,0.8,2.4,0.345,2.9,5.8,0.498,2.6,3.4,0.775,0.9,1.9,3.7,1.5,0.2,2.1,2.4,0.562,0.294,0.41700000000000004,3.7,8.7,24.8,3.0,0.6,17.6,20.1,2.1,0.7,2.3,-1.1,2002
9822,Darrell Armstrong,PG,ORL,33.3,0.419,1.7,4.9,0.349,2.5,5.2,0.484,2.2,2.5,0.888,1.0,2.9,5.5,1.9,0.1,2.1,2.0,0.5529999999999999,0.48100000000000004,0.248,3.4,9.7,25.5,3.0,0.3,16.0,17.9,5.0,2.6,3.0,0.0,2002
9826,Chucky Atkins,PG,DET,28.9,0.466,1.7,4.3,0.41100000000000003,2.9,5.7,0.507,1.1,1.5,0.6920000000000001,0.4,1.6,3.3,0.9,0.1,1.6,2.2,0.568,0.425,0.152,1.6,6.5,20.5,1.7,0.3,13.2,20.0,3.3,1.8,2.0,-2.0,2002
9827,Stacey Augmon,SG,CHH,17.1,0.42700000000000005,0.0,0.0,0.0,1.8,4.2,0.431,1.0,1.3,0.762,0.8,2.2,1.3,0.7,0.2,0.7,1.5,0.479,0.009000000000000001,0.308,5.1,14.3,12.5,2.3,0.7,12.7,14.8,0.7,1.6,-2.4,1.0,2002
9831,Vin Baker,C,SEA,31.1,0.485,0.0,0.1,0.125,5.7,11.7,0.49,2.6,4.1,0.633,3.1,3.3,1.3,0.4,0.7,2.3,3.6,0.517,0.012,0.348,11.8,12.3,7.0,0.7,1.6,14.5,23.8,1.3,0.9,-1.2,-1.7,2002
9833,Dana Barros,PG,DET,20.1,0.385,0.8,2.4,0.33799999999999997,1.7,4.2,0.413,0.7,0.9,0.778,0.0,1.9,2.7,0.5,0.1,1.1,1.3,0.473,0.37,0.141,0.2,11.3,22.5,1.3,0.2,13.9,19.2,0.0,0.5,-2.0,-2.0,2002
9834,Brent Barry,SG,SEA,37.5,0.508,2.0,4.8,0.424,2.9,5.0,0.588,2.4,2.9,0.846,0.7,4.7,5.3,1.8,0.5,2.0,2.2,0.652,0.49,0.29600000000000004,2.3,14.6,21.3,2.6,0.9,15.6,16.2,8.8,3.3,4.7,1.1,2002
9835,Jon Barry,SG,DET,24.2,0.489,1.5,3.1,0.469,1.6,3.2,0.508,1.3,1.4,0.9309999999999999,0.5,2.3,3.3,1.1,0.2,1.4,1.6,0.645,0.494,0.222,2.5,11.3,23.2,2.5,0.7,16.2,16.2,5.0,2.5,3.2,0.0,2002
9836,Mengke Bateer,C,DEN,15.1,0.402,0.1,0.4,0.33299999999999996,1.8,4.4,0.408,1.1,1.4,0.784,1.2,2.4,0.8,0.4,0.2,1.2,3.5,0.469,0.091,0.28,8.5,18.8,8.9,1.3,0.9,17.8,19.8,-0.2,0.3,-4.1,-1.1,2002
9837,Tony Battie,C,BOS,24.6,0.541,0.0,0.0,0.0,2.9,5.2,0.544,1.2,1.8,0.677,2.5,4.0,0.5,0.8,0.9,0.7,3.0,0.57,0.005,0.33299999999999996,10.8,18.4,3.2,1.7,2.9,10.2,12.5,3.2,3.0,-1.8,1.9,2002
9838,Shane Battier,SF,MEM,39.7,0.429,1.3,3.5,0.373,4.0,8.8,0.451,2.5,3.6,0.7,2.3,3.1,2.8,1.6,1.0,2.0,2.8,0.518,0.287,0.294,6.5,8.6,11.9,2.1,1.8,12.5,18.2,2.7,2.1,0.9,0.9,2002
