index,player,pos,tm,mp_per_game,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,ast,stl,blk,tov,pf,tspercent,x3par,ftr,orbpercent,drbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,obpm,dbpm,i
5574,LaBradford Smith,SG,WSB,22.4,0.45799999999999996,0.1,0.3,0.348,3.7,7.9,0.46299999999999997,1.6,1.8,0.858,0.4,1.2,2.7,0.8,0.1,1.5,2.6,0.51,0.04,0.223,1.9,5.9,18.1,1.8,0.4,14.1,20.0,0.1,0.6,-2.4,-2.2,1993
5577,Steve Smith,SG,MIA,33.5,0.451,1.1,2.8,0.402,4.7,10.1,0.46399999999999997,3.2,4.1,0.787,1.2,2.9,5.6,1.0,0.3,2.7,3.1,0.5429999999999999,0.213,0.318,3.9,10.3,27.3,1.6,0.7,15.5,22.5,2.3,1.2,2.2,-0.7,1993
5579,Rik Smits,C,IND,25.6,0.486,0.0,0.0,0.0,6.1,12.6,0.486,2.1,2.8,0.732,1.6,3.8,1.5,0.3,0.9,1.8,3.5,0.517,0.0,0.22399999999999998,6.7,16.0,9.5,0.7,2.3,11.6,25.8,1.1,1.6,-1.7,-1.4,1993
5580,Andre Spencer,SF,TOT,21.1,0.44799999999999995,0.0,0.1,0.0,3.7,8.1,0.45299999999999996,2.1,2.7,0.759,1.9,2.2,1.2,0.9,0.4,1.3,3.2,0.501,0.012,0.331,10.1,11.4,8.2,1.9,1.0,12.2,20.6,0.3,0.3,-1.2,-0.7,1993
5582,Andre Spencer,SF,GSW,23.9,0.456,0.0,0.1,0.0,4.3,9.3,0.462,2.4,3.2,0.759,2.2,2.5,1.4,0.9,0.4,1.4,3.6,0.509,0.013000000000000001,0.33799999999999997,10.4,11.5,8.5,1.8,1.1,11.6,20.8,0.4,0.3,-0.7,-0.9,1993
5584,Felton Spencer,C,MIN,18.3,0.465,0.0,0.0,0.0,1.5,3.2,0.465,1.2,1.8,0.654,1.9,2.7,0.2,0.3,0.9,1.0,3.4,0.52,0.0,0.562,12.6,17.5,1.9,0.9,3.2,19.9,12.1,0.1,0.9,-4.1,-0.5,1993
5585,Latrell Sprewell,SG,GSW,35.6,0.46399999999999997,0.9,2.6,0.369,4.9,10.0,0.488,2.7,3.7,0.746,1.0,2.5,3.8,1.6,0.7,2.6,2.2,0.541,0.205,0.292,3.2,7.8,15.2,2.2,1.2,15.7,19.3,2.2,1.8,0.4,0.1,1993
5586,John Starks,SG,NYK,31.0,0.428,1.4,4.2,0.321,5.1,10.8,0.469,3.3,4.1,0.795,0.7,1.9,5.1,1.1,0.2,2.2,2.9,0.519,0.28,0.276,2.5,6.5,27.3,1.9,0.3,11.4,26.5,3.3,4.2,2.8,-0.1,1993
5588,Larry Stewart,SF,WSB,22.5,0.5429999999999999,0.0,0.0,0.0,3.8,6.9,0.544,2.3,3.1,0.727,1.9,2.8,1.8,0.6,0.4,1.9,2.4,0.589,0.004,0.449,9.3,14.4,12.0,1.3,1.0,18.5,19.3,1.8,1.1,-0.5,-0.5,1993
5589,Bryant Stith,SG,DEN,22.2,0.446,0.0,0.1,0.0,3.2,7.0,0.45299999999999996,2.5,3.1,0.8320000000000001,1.0,2.2,1.3,0.6,0.1,1.1,2.1,0.525,0.013999999999999999,0.428,4.7,10.5,8.1,1.3,0.3,11.8,17.6,0.8,0.8,-2.0,-0.9,1993
5595,John Stockton*,PG,UTA,34.9,0.486,0.9,2.3,0.385,4.5,8.7,0.513,3.6,4.5,0.7979999999999999,0.8,2.1,12.0,2.4,0.3,3.2,2.7,0.584,0.20800000000000002,0.408,2.6,6.7,49.8,3.5,0.5,20.1,19.9,7.2,3.4,4.3,-1.0,1993
5596,Rod Strickland,SG,POR,31.7,0.485,0.1,0.4,0.133,5.0,10.1,0.499,3.5,4.9,0.7170000000000001,1.5,2.8,7.2,1.7,0.3,2.6,2.0,0.5429999999999999,0.037000000000000005,0.467,5.1,9.9,33.0,2.6,0.6,16.8,19.7,4.1,3.3,1.9,0.9,1993
5598,Lamont Strothers,SG,DAL,15.3,0.32799999999999996,0.2,1.4,0.154,2.0,5.3,0.375,0.9,1.1,0.8,0.9,0.7,1.4,0.9,0.0,1.7,1.4,0.382,0.213,0.16399999999999998,5.8,5.2,14.3,2.8,0.0,18.7,23.7,-0.4,0.0,-5.2,-2.5,1993
5600,Isiah Thomas*,PG,DET,37.0,0.418,0.8,2.5,0.308,5.9,13.4,0.439,3.5,4.8,0.737,0.9,2.0,8.5,1.6,0.2,3.6,2.8,0.488,0.157,0.3,2.6,6.4,35.6,2.2,0.4,16.6,25.1,1.4,2.3,1.0,-0.8,1993
5602,Otis Thorpe,PF,HOU,32.7,0.5579999999999999,0.0,0.0,0.0,5.3,9.6,0.56,2.1,3.6,0.598,3.0,5.1,2.5,0.6,0.3,2.1,3.3,0.575,0.003,0.371,11.2,16.8,11.5,0.9,0.5,15.8,17.9,3.2,2.8,0.5,0.7,1993
5603,Sedale Threatt,PG,LAL,35.3,0.508,0.2,0.6,0.264,6.2,11.9,0.521,2.2,2.6,0.823,0.6,2.8,6.9,1.7,0.1,2.1,3.0,0.55,0.052000000000000005,0.209,1.8,9.0,29.8,2.5,0.2,13.4,19.2,4.8,2.3,1.6,-0.7,1993
5604,Wayman Tisdale,PF,SAC,30.0,0.509,0.0,0.0,0.0,7.2,14.0,0.51,2.3,3.0,0.758,1.7,4.9,1.4,0.7,0.6,1.5,3.6,0.54,0.002,0.21600000000000003,5.9,18.9,7.7,1.1,1.3,9.1,23.0,2.5,1.9,-0.9,-1.1,1993
5605,Tom Tolbert,PF,ORL,25.5,0.498,0.1,0.4,0.321,3.0,5.9,0.509,1.7,2.3,0.726,1.8,3.9,1.3,0.5,0.3,1.7,2.7,0.552,0.062,0.37,8.7,16.2,7.1,0.9,0.7,19.0,15.3,0.8,1.9,-1.7,0.6,1993
5607,Jeff Turner,PF,ORL,19.7,0.529,0.1,0.2,0.588,2.9,5.6,0.526,0.7,0.9,0.8,1.0,2.4,1.4,0.3,0.1,0.9,2.6,0.564,0.039,0.16,6.0,12.8,10.9,0.6,0.4,12.4,15.5,1.8,1.2,-0.7,-0.3,1993
5609,Loy Vaught,PF,LAC,20.9,0.508,0.0,0.1,0.25,3.9,7.7,0.51,1.5,2.0,0.748,2.1,4.2,0.7,0.7,0.5,1.1,2.2,0.5429999999999999,0.006,0.252,10.9,22.2,4.6,1.6,1.5,10.8,19.1,2.0,2.2,-1.4,-0.7,1993
5612,Darrell Walker,SG,DET,16.0,0.158,0.0,0.1,0.0,0.3,2.0,0.16699999999999998,0.2,0.7,0.33299999999999996,0.4,1.7,1.0,1.1,0.0,1.4,1.3,0.185,0.053,0.316,2.9,12.1,7.8,3.6,0.0,37.5,10.3,-0.5,0.2,-9.3,3.7,1993
5615,Clarence Weatherspoon,SF,PHI,32.4,0.469,0.0,0.0,0.25,6.0,12.8,0.47,3.5,5.0,0.713,2.2,5.0,1.8,1.0,0.8,2.1,2.3,0.519,0.004,0.387,7.3,16.7,8.9,1.6,1.5,12.5,22.4,1.1,2.2,-1.7,-0.2,1993
5617,Spud Webb,PG,SAC,33.8,0.433,0.5,2.0,0.27399999999999997,4.4,9.5,0.466,4.0,4.8,0.851,0.6,2.2,7.0,1.5,0.1,2.8,2.6,0.536,0.171,0.41600000000000004,2.0,7.4,29.3,2.1,0.2,17.2,19.7,2.5,1.4,0.5,-1.6,1993
5619,Doug West,SG,MIN,38.8,0.517,0.0,0.3,0.087,8.1,15.3,0.525,3.1,3.7,0.841,1.1,2.0,2.9,1.1,0.3,2.1,3.5,0.5589999999999999,0.018000000000000002,0.237,3.5,6.1,13.6,1.4,0.4,10.7,22.1,3.8,0.4,0.7,-2.2,1993
5620,Mark West,C,PHO,19.0,0.614,0.0,0.0,0.0,2.1,3.5,0.614,1.0,2.0,0.518,1.9,3.7,0.4,0.2,1.3,1.1,3.0,0.609,0.0,0.5820000000000001,11.2,21.3,2.4,0.5,4.0,20.6,11.9,1.2,2.2,-2.3,1.0,1993
5621,Randy White,PF,DAL,22.4,0.435,0.2,0.7,0.23800000000000002,3.5,7.8,0.452,2.2,2.9,0.75,2.4,3.4,0.8,1.0,0.7,1.7,3.5,0.498,0.078,0.341,10.7,17.9,5.4,2.1,2.0,14.8,20.7,0.0,0.8,-2.3,-0.7,1993
5622,Morlon Wiley,PG,TOT,17.2,0.37799999999999995,0.9,2.7,0.35100000000000003,0.7,1.7,0.42,0.3,0.4,0.654,0.5,1.1,3.1,1.1,0.1,1.4,2.2,0.495,0.606,0.102,3.0,7.3,24.9,3.2,0.2,23.2,14.2,0.0,0.5,-1.1,-1.3,1993
5624,Morlon Wiley,PG,DAL,19.4,0.405,1.2,3.1,0.379,0.9,2.1,0.44299999999999995,0.4,0.5,0.667,0.6,1.1,3.0,1.2,0.0,1.5,2.4,0.528,0.595,0.10400000000000001,3.1,6.7,22.5,2.9,0.1,22.0,14.7,0.1,0.2,-0.5,-1.7,1993
5625,Dominique Wilkins*,SF,ATL,37.3,0.46799999999999997,1.7,4.5,0.38,8.7,17.9,0.49,7.3,8.8,0.828,2.6,4.2,3.2,1.0,0.4,2.6,1.6,0.57,0.19899999999999998,0.396,7.6,12.9,14.9,1.3,0.6,9.0,31.9,9.1,1.4,5.9,-2.4,1993
5627,Gerald Wilkins,SF,CLE,26.0,0.45299999999999996,0.2,0.7,0.276,4.3,9.2,0.467,1.9,2.3,0.84,0.9,1.8,2.3,1.0,0.2,1.2,1.9,0.508,0.073,0.22699999999999998,4.3,7.4,12.8,1.9,0.5,9.7,20.7,1.4,2.1,-1.0,-0.9,1993
5628,Buck Williams,PF,POR,30.5,0.511,0.0,0.0,0.0,3.3,6.4,0.512,1.7,2.6,0.645,2.8,5.6,0.9,1.0,0.7,1.2,3.3,0.545,0.002,0.405,9.9,20.7,4.1,1.6,1.5,14.0,11.9,2.3,3.8,-1.8,2.0,1993
5631,Hot Rod Williams,C,CLE,30.7,0.47,0.0,0.0,0.0,3.9,8.4,0.47,3.2,4.4,0.716,1.9,4.3,2.3,0.7,1.6,1.7,2.6,0.535,0.0,0.529,7.4,15.4,10.1,1.2,3.1,14.4,17.4,1.7,2.8,-1.4,1.9,1993
5633,John Williams,SF,LAC,22.1,0.43,0.2,0.7,0.226,2.6,5.7,0.455,0.9,1.7,0.5429999999999999,1.2,3.1,1.9,1.1,0.3,1.1,2.5,0.461,0.111,0.27,5.9,15.6,11.3,2.5,0.9,12.9,15.4,-0.2,2.1,-2.3,1.3,1993
5639,Micheal Williams,PG,MIN,35.0,0.446,0.3,1.4,0.243,4.3,9.0,0.478,5.5,6.1,0.907,1.1,2.5,8.7,2.2,0.3,3.0,3.5,0.579,0.135,0.584,3.8,8.5,39.2,3.2,0.6,18.6,20.4,5.8,1.8,3.2,-0.9,1993
5640,Reggie Williams,SF,DEN,34.5,0.45799999999999996,0.4,1.5,0.27,6.4,13.2,0.48,3.0,3.7,0.804,1.7,3.7,3.7,1.6,1.0,2.5,3.6,0.517,0.105,0.254,5.1,11.6,16.7,2.2,1.7,13.0,22.3,2.4,3.6,0.7,1.2,1993
5641,Scott Williams,PF,CHI,19.3,0.466,0.0,0.1,0.0,2.3,4.9,0.47600000000000003,1.3,1.8,0.7140000000000001,2.4,4.0,1.0,0.8,0.9,1.0,3.2,0.513,0.02,0.354,13.7,24.7,6.6,2.1,3.2,15.1,15.3,1.4,2.5,-1.7,2.0,1993
5642,Walt Williams,SF,SAC,28.4,0.435,1.0,3.2,0.319,5.0,10.7,0.47,3.8,5.1,0.742,1.9,2.5,3.0,1.1,0.5,3.0,3.5,0.524,0.23199999999999998,0.36700000000000005,7.4,10.4,16.7,1.9,1.1,15.8,27.7,0.4,1.2,1.0,-1.1,1993
5643,Kevin Willis,PF,ATL,36.0,0.506,0.1,0.4,0.24100000000000002,7.6,14.9,0.512,2.5,3.8,0.653,4.2,8.7,2.1,0.9,0.5,2.7,3.3,0.531,0.024,0.24600000000000002,12.5,27.9,8.9,1.2,0.9,13.6,22.5,3.0,3.0,-0.3,-0.1,1993
5645,David Wingate,SF,CHH,20.4,0.536,0.0,0.1,0.16699999999999998,2.5,4.6,0.542,1.1,1.5,0.738,0.7,1.7,2.5,0.9,0.1,1.2,1.9,0.574,0.018000000000000002,0.318,3.8,8.7,16.2,2.1,0.3,18.9,13.2,1.3,1.0,-0.8,0.1,1993
5651,Orlando Woolridge,SF,TOT,26.8,0.48200000000000004,0.0,0.2,0.0,5.0,10.2,0.49,2.1,3.1,0.6779999999999999,1.5,1.7,2.0,0.5,0.5,1.4,2.1,0.516,0.015,0.295,5.9,7.3,11.5,0.9,1.1,10.5,20.8,1.5,0.8,-0.7,-0.6,1993
5652,Orlando Woolridge,SF,DET,29.5,0.479,0.0,0.2,0.0,5.4,11.1,0.48700000000000004,2.3,3.4,0.6729999999999999,1.7,1.8,2.2,0.5,0.5,1.5,2.3,0.512,0.016,0.297,6.0,7.2,11.8,0.9,1.1,10.2,20.7,1.4,0.8,-0.6,-0.4,1993
5654,James Worthy*,SF,LAL,28.8,0.447,0.4,1.4,0.27,5.9,12.6,0.466,2.1,2.6,0.81,0.9,2.1,3.4,1.1,0.3,1.7,1.1,0.494,0.09699999999999999,0.185,3.5,8.5,19.1,1.9,0.7,10.0,24.9,1.4,1.6,-0.1,-1.5,1993
5658,Mahmoud Abdul-Rauf,PG,DEN,32.7,0.46,0.5,1.7,0.316,6.8,14.3,0.47600000000000003,2.7,2.9,0.956,0.3,1.8,4.5,1.0,0.1,1.9,1.9,0.521,0.10400000000000001,0.179,1.2,5.8,24.1,1.6,0.2,9.9,24.9,4.4,2.4,1.6,-2.1,1994
5659,Michael Adams,PG,WSB,33.4,0.408,0.8,2.7,0.28800000000000003,3.3,7.2,0.45399999999999996,3.2,3.9,0.83,0.5,2.1,6.9,1.4,0.1,2.4,2.0,0.52,0.27399999999999997,0.387,1.8,7.4,29.8,2.1,0.2,17.0,18.1,2.9,0.2,0.9,-2.5,1994
5660,Mark Aguirre,SF,LAC,22.0,0.46799999999999997,0.9,2.4,0.39799999999999996,3.2,6.5,0.494,1.3,1.8,0.6940000000000001,0.7,2.3,2.7,0.5,0.2,1.8,2.5,0.544,0.267,0.207,3.5,10.8,18.5,1.2,0.6,15.6,21.6,0.6,0.3,0.0,-2.1,1994
5661,Danny Ainge,SG,PHO,22.9,0.41700000000000004,1.2,3.6,0.32799999999999996,2.1,4.3,0.491,1.1,1.4,0.83,0.4,1.5,2.6,0.8,0.1,1.2,2.1,0.524,0.45399999999999996,0.175,2.0,7.4,15.9,1.8,0.3,12.3,17.8,1.9,1.0,0.7,-1.9,1994
5665,Victor Alexander,C,GSW,19.1,0.53,0.0,0.2,0.154,3.8,7.1,0.54,1.0,1.9,0.527,1.7,2.8,1.0,0.4,0.5,1.2,2.4,0.539,0.026000000000000002,0.257,9.5,15.7,7.3,1.0,1.5,13.3,20.2,1.1,1.1,-1.3,-1.4,1994
5667,Greg Anderson,PF,DET,21.1,0.5429999999999999,0.0,0.0,0.33299999999999996,2.6,4.8,0.545,1.1,2.0,0.5710000000000001,2.4,5.0,0.7,0.7,0.9,1.2,3.0,0.561,0.008,0.41600000000000004,12.3,26.9,4.6,1.7,2.7,17.7,14.3,1.4,2.0,-2.3,1.3,1994
5668,Kenny Anderson,PG,NJN,38.2,0.41700000000000004,0.5,1.6,0.303,6.5,15.2,0.429,4.2,5.2,0.818,1.1,2.8,9.6,1.9,0.2,3.2,2.5,0.491,0.096,0.306,2.9,8.0,40.6,2.5,0.3,14.5,24.6,4.3,3.2,2.7,-0.6,1994
5669,Nick Anderson,SG,ORL,34.7,0.478,1.2,3.9,0.322,5.0,9.1,0.545,2.1,3.1,0.672,1.4,4.5,3.6,1.7,0.4,2.0,1.8,0.5489999999999999,0.298,0.237,4.6,14.3,15.7,2.4,0.7,12.4,20.2,4.6,3.0,2.4,0.6,1994
5670,Ron Anderson,SF,TOT,17.0,0.40700000000000003,0.3,1.2,0.26899999999999996,1.3,2.9,0.467,0.9,1.1,0.826,0.8,1.8,0.8,0.4,0.1,0.5,0.8,0.499,0.302,0.267,4.9,11.8,6.8,1.1,0.5,9.4,12.7,0.3,0.2,-1.8,-1.4,1994
5671,Ron Anderson,SF,NJN,16.0,0.349,0.4,1.1,0.33299999999999996,1.0,2.8,0.355,0.9,1.1,0.833,0.7,1.6,0.5,0.5,0.2,0.1,0.8,0.456,0.27899999999999997,0.27899999999999997,4.7,11.0,4.8,1.4,0.7,2.0,11.8,0.2,0.2,-2.0,-0.5,1994
5672,Ron Anderson,SF,WSB,18.0,0.465,0.3,1.4,0.214,1.7,2.9,0.586,0.9,1.1,0.818,0.8,1.9,1.1,0.3,0.1,0.9,0.7,0.5429999999999999,0.326,0.256,5.1,12.6,8.7,0.8,0.3,15.8,13.6,0.1,0.0,-1.6,-2.3,1994
5673,Willie Anderson,SG,SAS,31.1,0.47100000000000003,0.3,0.9,0.324,4.7,9.6,0.484,1.8,2.1,0.848,0.9,2.2,4.3,0.9,0.6,1.9,2.3,0.523,0.081,0.204,3.2,7.5,21.6,1.5,1.2,14.4,19.2,3.2,2.3,0.3,-0.3,1994
5674,Greg Anthony,PG,NYK,24.9,0.39399999999999996,0.6,2.0,0.3,2.2,5.1,0.431,1.6,2.1,0.774,0.5,1.8,4.6,1.4,0.2,1.6,2.0,0.48700000000000004,0.28,0.294,2.5,8.1,27.3,3.0,0.5,16.5,17.0,1.6,3.9,-0.6,1.6,1994
5675,B.J. Armstrong,PG,CHI,33.8,0.47600000000000003,0.7,1.6,0.444,5.1,10.6,0.48100000000000004,2.4,2.8,0.855,0.3,1.7,3.9,1.0,0.1,1.6,1.8,0.547,0.134,0.225,1.2,6.0,18.0,1.5,0.2,10.6,19.8,4.9,2.6,0.6,-1.5,1994
5676,Vincent Askew,SG,SEA,21.1,0.48100000000000004,0.1,0.4,0.19399999999999998,3.3,6.7,0.498,2.2,2.6,0.8290000000000001,0.8,1.6,2.4,0.9,0.2,0.9,1.8,0.551,0.055,0.37200000000000005,4.2,8.7,16.8,2.2,0.8,9.6,18.5,3.9,2.1,0.8,-0.2,1994
5678,Stacey Augmon,SG,ATL,31.8,0.51,0.0,0.1,0.14300000000000002,5.3,10.4,0.513,4.1,5.3,0.764,2.2,2.6,2.3,1.8,0.5,1.8,2.2,0.5760000000000001,0.008,0.506,7.5,9.2,11.0,2.9,1.1,12.3,19.8,5.7,4.0,1.7,1.6,1994
5680,Anthony Avent,PF,TOT,18.5,0.377,0.0,0.0,0.0,2.0,5.4,0.377,1.2,1.7,0.7240000000000001,1.9,2.6,0.9,0.4,0.4,1.1,2.0,0.43,0.0,0.309,11.7,16.4,6.8,1.2,1.5,15.8,16.9,-0.6,1.0,-4.1,-0.6,1994
5681,Anthony Avent,PF,MIL,21.1,0.40399999999999997,0.0,0.0,0.0,2.8,6.9,0.40399999999999997,1.8,2.4,0.772,1.8,2.8,1.0,0.5,0.6,1.3,1.8,0.466,0.0,0.34600000000000003,9.4,16.5,7.4,1.2,1.9,14.1,19.0,-0.1,0.4,-4.0,-1.0,1994
5682,Anthony Avent,PF,ORL,16.5,0.341,0.0,0.0,0.0,1.4,4.1,0.341,0.7,1.1,0.636,2.0,2.4,0.8,0.4,0.3,1.0,2.1,0.38,0.0,0.259,14.1,16.4,6.2,1.3,1.0,18.2,14.6,-0.5,0.6,-4.1,0.0,1994
5684,Thurl Bailey,PF,MIN,16.4,0.51,0.0,0.0,0.0,2.9,5.7,0.512,1.5,1.9,0.799,0.8,1.9,0.7,0.3,0.7,0.7,1.2,0.56,0.004,0.327,6.1,13.2,7.2,0.8,2.9,10.0,19.5,1.9,0.7,-1.3,-1.2,1994
5685,Vin Baker,C,MIL,31.2,0.501,0.0,0.1,0.2,5.3,10.5,0.502,2.9,5.0,0.569,3.4,4.2,2.0,0.7,1.4,2.0,2.8,0.526,0.006,0.473,11.8,16.3,10.6,1.2,3.0,13.4,20.5,2.6,1.7,-0.3,0.3,1994
5686,Charles Barkley*,PF,PHO,35.4,0.495,0.7,2.7,0.27,7.2,13.4,0.541,4.9,7.0,0.7040000000000001,3.0,8.1,4.6,1.6,0.6,3.2,2.5,0.563,0.17,0.43200000000000005,9.8,25.6,20.0,2.2,1.0,14.2,26.5,5.6,3.3,4.1,1.5,1994
5687,Dana Barros,PG,PHI,31.1,0.469,1.7,4.4,0.381,3.4,6.5,0.529,1.4,1.8,0.8,0.3,2.1,5.2,1.3,0.1,2.1,1.2,0.5710000000000001,0.40299999999999997,0.165,1.2,7.3,27.2,2.1,0.1,15.1,19.1,3.9,0.8,2.3,-2.5,1994
5688,Jon Barry,SG,MIL,17.3,0.414,0.4,1.6,0.278,1.8,3.7,0.47200000000000003,1.3,1.7,0.795,0.5,1.5,2.3,1.4,0.2,1.2,1.5,0.511,0.301,0.319,3.2,10.8,21.0,4.2,0.9,16.0,18.1,0.8,1.3,-0.5,0.4,1994
5689,John Battle,SG,CLE,16.0,0.47600000000000003,0.1,0.4,0.263,2.5,5.0,0.49200000000000005,1.4,1.9,0.753,0.1,0.6,1.6,0.4,0.0,0.8,1.3,0.535,0.07,0.355,1.0,4.6,16.2,1.4,0.1,11.5,19.6,0.9,0.5,-1.6,-3.0,1994
5690,Benoit Benjamin,C,NJN,23.6,0.48,0.0,0.0,0.0,3.7,7.6,0.48,2.0,2.8,0.71,1.8,4.7,0.6,0.5,1.2,1.3,2.6,0.525,0.0,0.363,7.7,21.5,3.8,1.0,3.1,12.4,18.1,1.4,2.6,-2.8,0.4,1994
5692,David Benoit,SF,UTA,19.5,0.385,0.2,1.1,0.203,2.3,5.5,0.42100000000000004,1.2,1.6,0.773,1.6,3.1,0.4,0.4,0.7,0.7,2.1,0.44799999999999995,0.163,0.244,9.7,18.2,3.2,1.1,2.4,8.5,18.1,0.1,1.5,-3.1,-0.2,1994
5693,Rolando Blackman,SG,NYK,17.6,0.436,0.5,1.5,0.35700000000000004,2.4,5.2,0.46,0.9,1.0,0.9059999999999999,0.4,1.3,1.4,0.5,0.1,0.8,1.8,0.51,0.228,0.14400000000000002,2.7,8.0,12.7,1.3,0.4,10.1,19.7,0.9,1.5,-1.4,-0.5,1994
5694,Mookie Blaylock,PG,ATL,36.0,0.41100000000000003,1.4,4.2,0.33399999999999996,4.1,9.1,0.447,1.4,2.0,0.73,1.4,3.8,9.7,2.6,0.5,2.4,1.8,0.48700000000000004,0.316,0.147,4.4,11.6,40.4,3.7,1.0,14.6,19.8,4.9,5.3,3.4,1.9,1994
5696,Muggsy Bogues,PG,CHH,35.7,0.47100000000000003,0.0,0.2,0.16699999999999998,4.6,9.6,0.47600000000000003,1.6,2.0,0.8059999999999999,1.0,3.1,10.1,1.7,0.0,2.2,1.9,0.51,0.016,0.20600000000000002,3.2,9.2,39.2,2.4,0.0,17.3,15.4,4.8,1.7,1.1,-1.0,1994
5702,Anthony Bonner,SF,NYK,19.2,0.563,0.0,0.0,0.0,2.2,3.9,0.563,0.7,1.4,0.47600000000000003,2.1,2.7,1.2,1.0,0.2,1.2,2.4,0.56,0.0,0.365,12.4,15.4,9.4,2.8,0.7,21.0,13.2,0.9,3.2,-0.8,3.7,1994
5704,Sam Bowie,C,LAL,22.2,0.436,0.0,0.2,0.25,3.0,6.7,0.44,2.9,3.3,0.867,1.1,4.2,1.9,0.2,1.1,1.7,2.6,0.535,0.023,0.483,5.1,21.2,12.1,0.4,3.2,17.1,19.1,0.4,0.4,-3.0,0.0,1994
5705,Shawn Bradley,C,PHI,28.3,0.409,0.0,0.1,0.0,4.1,10.0,0.41200000000000003,2.1,3.4,0.607,2.0,4.2,2.0,0.9,3.0,3.0,3.5,0.446,0.006,0.342,7.7,16.5,11.1,1.6,6.4,20.8,22.4,-2.7,1.6,-5.4,2.9,1994
5706,Terrell Brandon,PG,CLE,21.2,0.42,0.1,0.4,0.21899999999999997,3.1,7.1,0.43200000000000005,1.9,2.2,0.858,0.5,1.7,3.8,1.2,0.2,1.5,1.5,0.489,0.057999999999999996,0.29600000000000004,2.8,9.1,27.9,2.8,0.7,15.2,21.1,1.1,1.8,-0.8,-0.2,1994
5708,Frank Brickowski,C,TOT,29.5,0.488,0.1,0.3,0.2,5.1,10.3,0.496,2.7,3.6,0.768,1.2,4.5,3.1,1.1,0.4,2.5,3.4,0.54,0.027000000000000003,0.337,4.5,17.9,17.2,1.9,0.8,17.3,21.5,1.0,1.7,-1.2,0.0,1994
5709,Frank Brickowski,C,MIL,33.5,0.48200000000000004,0.1,0.4,0.16699999999999998,5.8,11.7,0.493,3.4,4.4,0.775,1.2,5.3,3.8,1.2,0.4,2.9,3.8,0.54,0.035,0.36700000000000005,4.0,19.1,19.1,1.8,0.7,17.1,21.9,0.8,1.1,-1.1,0.0,1994
5710,Frank Brickowski,C,CHH,23.3,0.502,0.0,0.1,0.5,4.1,8.3,0.502,1.7,2.3,0.746,1.1,3.3,2.0,1.0,0.4,2.0,2.8,0.541,0.009000000000000001,0.27,5.6,15.3,13.0,2.1,1.0,17.7,20.7,0.2,0.6,-1.5,0.2,1994
5712,Scott Brooks,PG,HOU,16.8,0.491,0.3,0.8,0.377,1.6,3.1,0.522,1.0,1.2,0.871,0.1,1.3,2.0,0.7,0.0,0.8,1.3,0.584,0.21100000000000002,0.294,1.0,7.9,17.6,2.1,0.1,14.4,13.8,1.8,1.6,-1.2,-0.2,1994
5714,Dee Brown,SG,BOS,37.2,0.48,0.4,1.2,0.313,6.0,12.0,0.49700000000000005,2.4,2.8,0.831,0.8,3.1,4.5,2.0,0.6,1.6,2.7,0.5329999999999999,0.094,0.214,2.5,9.4,18.2,2.7,1.0,10.1,18.8,4.1,2.3,1.7,0.8,1994
5715,Mike Brown,C,MIN,23.4,0.42700000000000005,0.0,0.0,0.0,1.4,3.1,0.43,0.9,1.4,0.653,1.5,4.0,0.9,0.6,0.4,0.9,2.7,0.479,0.008,0.45399999999999996,7.4,19.6,5.4,1.3,1.0,19.4,8.8,0.0,1.6,-3.7,1.1,1994
5716,P.J. Brown,C,NJN,24.7,0.415,0.0,0.1,0.16699999999999998,2.1,5.0,0.419,1.5,1.9,0.757,2.4,3.9,1.2,0.9,1.2,0.9,2.2,0.48,0.015,0.37799999999999995,10.0,16.8,6.7,1.8,3.0,13.3,11.7,1.4,2.8,-1.7,3.0,1994
5717,Randy Brown,PG,SAC,17.1,0.43799999999999994,0.0,0.1,0.0,1.8,4.0,0.445,0.9,1.4,0.609,0.7,1.2,2.2,1.0,0.2,1.2,2.2,0.47200000000000003,0.016,0.34700000000000003,4.1,7.7,18.3,3.0,0.9,20.6,14.8,-0.4,0.8,-3.3,0.6,1994
5718,Mark Bryant,C,POR,18.2,0.48200000000000004,0.0,0.0,0.0,2.3,4.8,0.483,0.9,1.3,0.6920000000000001,1.5,2.5,0.5,0.4,0.4,0.8,2.4,0.514,0.003,0.271,8.5,15.6,3.5,1.1,1.3,13.3,14.0,0.9,1.4,-2.8,-0.2,1994
5722,Scott Burrell,SF,CHH,15.0,0.419,0.0,0.1,0.33299999999999996,1.9,4.5,0.42100000000000004,0.9,1.4,0.657,0.9,1.7,1.2,0.7,0.3,0.9,1.7,0.461,0.026000000000000002,0.299,6.8,12.0,11.1,2.4,1.3,14.5,17.2,-0.2,0.7,-2.8,0.4,1994
5724,Mitchell Butler,SG,WSB,17.6,0.495,0.0,0.1,0.0,2.8,5.5,0.501,1.4,2.4,0.578,1.4,1.6,1.0,0.7,0.3,1.2,1.7,0.521,0.012,0.431,9.2,10.7,8.9,2.0,0.9,14.9,19.0,0.7,0.4,-1.2,-1.3,1994
